"dn" "gamma" "eta" "dm" "alpha" "rn"
"1" 0.0094084494692178 0.107085691137472 13.4905400971706 0.014342595050875 0.125417394642126 8.73880218260456
"2" 0.0179822991469009 0.254808341847965 12.5716509982437 0.0198213626696844 0.138526011966372 4.20703899033833
"3" 0.00387450551365293 0.195748687022133 13.4444932370307 0.0176181043997449 0.137364019200603 5.24082543549594
"4" 0.000408381225086981 0.141517963237129 12.7538219975876 0.015330245279179 0.135871624331289 3.93383480305783
"5" 0.0164705950053046 0.133341143348953 12.7426582538959 0.0172455301747705 0.132733641154302 5.62739756808151
"6" 0.0105134107031852 0.149876780059421 12.61103589332 0.0167881157874051 0.135477074212549 8.55814746255055
"7" 0.0188820981258294 0.139515127995983 12.6412137480995 0.026533552588927 0.105912084492695 8.96117988997139
"8" 0.0177108128450352 0.0737175905285403 13.9047457967012 0.0115105310592017 0.114552152739881 6.82892219163477
"9" 0.00899701219760021 0.189410480234073 12.9497711279042 0.023425078257903 0.110178176587927 4.61702137056272
"10" 0.0197413592303153 0.21664579227916 12.9790835292594 0.0171687042898674 0.133236420354458 7.76072161889169
"11" 0.00667123823711695 0.147534430127125 12.9986892000799 0.0171524579778703 0.13034760391153 7.46669447026215
"12" 0.00534766648305045 0.0197596243012231 12.2648203382865 0.0164809593836025 0.126417311211356 3.99142410629429
"13" 0.00772136669616355 0.126946717746323 13.0708189317342 0.0184543945195539 0.134496854674545 4.72086759086233
"14" 0.0122621825673673 0.121275860539172 14.3038523213396 0.019174451313787 0.140750825607339 7.23815643554553
"15" 0.0084533864553622 0.132247419537744 13.1875939324569 0.0188650396684 0.125270980858388 4.6438153925119
"16" 0.000422447921998566 0.0478501560399309 12.8069789408368 0.0151392507115384 0.14110523423803 7.20154208817985
"17" 0.00102258692992595 0.204454263262451 13.8906702936837 0.0230100507624238 0.119810030710403 5.17278311762493
"18" 0.00276697117495351 0.218134584097425 13.2193303947985 0.017038688347154 0.135001626984731 7.66294895717874
