"dn" "gamma" "eta" "dm" "alpha" "rn"
"1" 0.0190356354447745 0.211418909364147 13.72177564669 0.0213729449226288 0.147792272025254 5.10813531035092
"2" 0.0143628865975772 0.225467815467855 14.1446613341194 0.0258395241519436 0.120142113557085 5.5184480426833
"3" 0.00374266580802482 0.13747373444261 14.3726506871348 0.0235992354130605 0.0749231326393783 6.31545036518946
"4" 0.00294291464457917 0.258346430379897 13.2982609162388 0.00566733887456357 0.083562709398102 6.9975064980099
"5" 0.0161169894021405 0.142171432044124 12.7639522098908 0.0144812370963627 0.179258919721469 3.58826697582845
"6" 0.00482949205592531 0.0445644475903828 14.1680596904572 0.0216550076024374 0.0798729219008237 4.37298594787717
"7" 0.00146069759093435 0.118651047301246 12.1854540045279 0.0291010447100038 0.152016414317768 6.43395232618786
"8" 0.00122056022502785 0.0564611108263489 12.5981457496943 0.00599533044963609 0.101204811946955 3.9980366344098
"9" 0.005980641522886 0.0723405716719571 14.0922203406385 0.00440387596201617 0.158225863482803 6.91985758545343
"10" 0.00690887586534838 0.019980679161381 12.9298334387789 0.0162683529281057 0.133780183491763 4.08778965752572
"11" 0.0153503199319097 0.0863301173609216 13.5009628312698 0.0109705125374952 0.126208713790402 7.26307258824818
"12" 0.0142215172119802 0.0257720125850756 14.0910229859658 0.0159431667217752 0.128531648884527 5.33060666953679
"13" 0.00284543390575703 0.25039601172437 12.7035423190974 0.0134837263654685 0.0879075094196014 4.58092087821569
"14" 0.0181241527411519 0.21441385498154 11.9563196654153 0.0279920479757246 0.129368692536373 6.47961165953893
"15" 0.00614494647139125 0.0597290137282107 13.5157679634679 0.0204553468320053 0.140613539274782 4.45174337562639
"16" 0.00821147286419105 0.0875417040789034 11.5192132712654 0.0241698905263795 0.0998612315976061 5.41496603528503
"17" 0.0114439899468129 0.064299897053279 13.7516378853388 0.0299663418430602 0.104473118493333 3.93767217011191
