"dn" "gamma" "eta" "dm" "alpha" "rn"
"1" 0.00528781651980942 0.240007638247916 12.9442120592576 0.0329019015796483 0.108623349263798 6.35066073050257
"2" 0.0186657102099052 0.0253902985458262 15.2564031423535 0.0300711877715774 0.140443179530557 6.13812022516504
"3" 0.00917591042915126 0.0664666733099148 7.46592290024273 0.00686029271252919 0.179377797741909 5.13357592117973
"4" 0.0165493378813237 0.191658702626592 10.3916910795961 0.0121410234485054 0.16612254193984 3.67269249190576
"5" 0.00781211953201075 0.179663526945515 7.19800252956338 0.0152256702604936 0.115876900947187 8.72188505006488
"6" 0.00946119455460296 0.248993744231993 14.2109203836881 0.0256099496432347 0.119932712966111 4.38351627683733
"7" 0.000555378249113914 0.111222823343705 12.0761741693132 0.000700069323764183 0.105547622579616 8.86720056808554
"8" 0.00299818302305881 0.0840714853676036 12.7944415188394 0.0216835750469938 0.125672207332682 4.27440971019678
"9" 0.0104217921871126 0.0532955839904025 11.4720672129188 0.0159672491536243 0.165895885329228 7.09306946955621
"10" 0.0160990144592777 0.0187061339779757 15.4881150482688 0.0323303853683407 0.172680622893386 7.37058167764917
"11" 0.0121132946733483 0.190421911029844 17.8294546655379 0.0159922141854418 0.136249055813532 7.7807419890305
"12" 0.0166399418994512 0.128712190174265 7.8309800317511 0.00064458473266568 0.0985315992007963 7.33903638785705
"13" 0.0182014911600929 0.0178414757095743 17.3323045047 0.0203741521620424 0.094332237446215 8.35145796451252
"14" 0.00525573788558994 0.197817100747488 13.7596505349502 0.0316277153455885 0.0799412555992603 7.83055134536698
"15" 0.00519746655309852 0.174781133485958 7.23315230221488 0.0222535206256201 0.169744082919788 4.92651704570744
"16" 0.0058675830691806 0.0297672222880647 13.7578710825182 0.00275760935829021 0.163568614486139 8.43134315568022
"17" 0.00525024076720071 0.117433422707254 15.4617361892015 0.0181797833254328 0.146437462754548 6.06455065589398
"18" 0.0135058198641748 0.110165270682191 13.9092961021233 0.00765756999859586 0.0925813351618126 5.58702346507926
