"dn" "gamma" "eta" "dm" "alpha" "rn"
"1" 0.0144220930746505 0.207224162333878 10.0430219739683 0.0131900439453078 0.155182295998093 6.83697444887366
"2" 0.00900891306279576 0.179374720948981 10.7652232979966 0.00715978805159684 0.152905867695808 6.65648318955209
"3" 0.00773246717363782 0.0843092425283976 9.05440662818382 0.0192703478916083 0.171331801279448 8.38626599824056
"4" 0.0195683659331135 0.248067314934451 10.9117591211436 0.0136624751577154 0.100650877079461 5.09935420088004
"5" 0.0112535204078322 0.0612845163105521 11.091583430713 0.0252126781224273 0.073537420714274 7.09699838189408
"6" 0.0169799340433432 0.187604992272099 9.3804236054412 0.0110707777323434 0.158286351265851 5.54454321740195
"7" 0.0152912945290022 0.0476047314249445 12.7699626616741 0.00112471107237507 0.136419067448005 7.88630341819953
"8" 0.0114238564300505 0.251251095990883 11.0137269671169 0.0229768251952482 0.0879958328185603 3.91440500167664
"9" 0.0169752049773398 0.0151297226618044 11.1156595048552 0.0307983877691673 0.0828908902057447 8.6971289338544
"10" 0.0122607779989161 0.159547219525557 9.91630167620895 0.0309459285174729 0.179488276897464 5.69461317779496
"11" 0.00551398218081286 0.111760222272715 10.1862532262951 0.0176046443790663 0.0802818225207739 8.2454472235404
"12" 0.018210519368571 0.10036950176931 9.59735612561219 0.0243203078136779 0.122810595498886 7.58586361387279
"13" 0.016307538164549 0.147502821760718 8.45052656635623 0.0126634797101375 0.102069823164493 4.04198909795377
"14" 0.0129791199019642 0.0329790545080323 8.65662051894962 0.0256987398205325 0.141691054617986 8.05921459151432
"15" 0.0114217958181098 0.0982125867553987 9.12053354479042 0.0302144036421552 0.17668287982 7.442513662274
"16" 0.0120505426787238 0.258529091447126 9.01986372653312 0.0148367804825772 0.149289829779882 6.05778188304976
"17" 0.0127292980381411 0.0958970129175577 10.4708159664464 0.00334353938766289 0.128344319865573 4.86970910313539
"18" 0.0167593088898486 0.108683555924799 10.5591964723846 0.0218725727843353 0.109613082939759 7.8823550028028
"19" 0.0186605812122321 0.0587048769486137 9.35172747509065 0.0190415775584755 0.092325380910188 5.23967911791988
"20" 0.00213985914212 0.182262713230448 8.6513783548457 0.0200394345271634 0.0948294931463897 6.16570154833607
"21" 0.00589593265683344 0.0672041372035164 9.24589729278255 0.0253845253460109 0.0842706003622152 5.43780593562406
"22" 0.0086451920404688 0.1359862335457 9.40612694593147 0.00325681532311719 0.0880986150144599 4.76622362155467
"23" 0.0100816321853343 0.0186267248890363 9.36174319263792 0.00618062049343716 0.144541978877969 7.05198580864817
"24" 0.00544833921787026 0.0614840000844561 10.3193666161674 0.0323338150222087 0.144192148349248 6.30907637113705
"25" 0.0173070240960605 0.158836839034921 9.81551988272212 0.016592138403398 0.138439808138646 5.17043501208536
"26" 0.01618639056821 0.168305348133435 9.49993699805009 0.0219852331466507 0.156634108591825 4.35821808315814
"27" 0.00331404064897262 0.256273812536383 8.76147059459925 0.00732075884302612 0.0981171757448465 8.23484002333134
"28" 0.0096557006553153 0.240407652758295 10.3043302818501 0.019935552556836 0.0715091224410571 4.50191364996135
"29" 0.00530627444158099 0.217992842618842 12.3480225755302 0.0212948281151475 0.16329404466087 7.9591432439629
"30" 0.00400387519503199 0.0848405626148451 11.1217245034812 0.00290655367188156 0.15149654910434 7.14805814938154
"31" 0.0123497096565145 0.144015792870196 8.62369189179251 0.0205655781140551 0.118936242731288 4.31766159262042
"32" 0.00491367755174311 0.217547264515888 9.14449169904976 0.0218054679090157 0.170836053167004 5.25397630711086
"33" 0.000183139724489301 0.22277720644488 10.3002927385932 0.0124008310889825 0.148418687251396 5.18900837178808
"34" 0.00182382632625476 0.139084946251241 10.0115244533315 0.0317906647021649 0.0767472003609873 7.51573347498197
"35" 0.0164396992559389 0.0811306353693362 10.7595840333484 0.0216790244635893 0.148915474980604 8.92079589073546
"36" 0.00591846742493007 0.0673219070152845 8.46070145124589 0.00429475356012117 0.179519596300088 8.11901386023965
"37" 0.0139961259748344 0.107648586282739 10.4070479157266 0.0233081241072621 0.156360992826521 4.92993949446827
"38" 0.0163693798879266 0.197223492147168 9.62627127393234 0.0277548706748988 0.135160133037716 8.87050202616956
"39" 0.0140999540314046 0.0472263398324139 10.0304954077274 0.0203357922624098 0.126950096078217 8.14645628398284
"40" 0.00659051598658273 0.0482369213737547 10.644598774843 0.00721747318303678 0.138451144576538 6.40115644340403
