"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"1" 0 0 0 0 0 0 0
"2" 0.00456036676310163 0.0474499633648906 4.87450109770078 9.81553795622013 0.00950188982861495 0.100391209217294 16.6894543679592
"3" 0.0120695662716574 0.0861359592373969 9.06158484496206 19.5717335731696 0.0210488827343257 0.238006396694413 234.5667502907
"4" 0.00641890400466698 0.0448243873371777 4.69749105134129 9.74338296171473 0.00913331029434252 0.0981293425468501 21.2323313678124
"5" 0.00894172399490242 0.0496088154830212 4.97642248418598 9.51823996147381 0.00967891290052269 0.098643658802389 12.3459486971773
"6" 0.00822513838387897 0.0456439015129869 4.77336636694173 9.89109166898495 0.00908451669640975 0.0996711335366383 18.2030753399346
"7" 0.00843727933885398 0.0438179169023487 4.39787673079066 9.68828321493031 0.00887098283955102 0.0974063558427001 18.890286330024
"8" 0.00815322958428568 0.0493458151902896 4.84279281512821 9.64565781321039 0.0103257573839448 0.09934013663591 16.2349601287575
"9" 0.0071247851136086 0.0503150349145755 4.97157525339095 9.98468635992239 0.00884156774427307 0.0931394434873991 13.944508903019
"10" 0.00768132992807511 0.0476456021640714 4.76629349404555 9.68005189291754 0.00929206947941873 0.0975897494758612 18.5698246099793
"11" 0.00648981234593474 0.0481894559238713 4.82241811927981 9.7797241820019 0.0104081924204954 0.0992261976944929 17.9953218849739
"12" 0.00593270251266758 0.046804118452099 4.88648825525244 10.1270009587648 0.00652205019970825 0.097029597337918 20.7700463120421
"13" 0.00907572249020254 0.0409747532072244 4.65215730529144 8.57055773984972 0.00956900134696564 0.114895008366511 21.7946211432509
"14" 0.00718338502562676 0.0469035854114847 4.8423247326385 9.89840363360958 0.00925584578668176 0.0974180877136141 17.7581166048758
"15" 0.00765654183998474 0.0484898906871531 4.94116492118242 9.70084459732943 0.0110638674555784 0.0979052629075861 14.5439865781041
"16" 0.0066604562382717 0.0463831078189688 4.65910694886908 9.84180516230168 0.00933724973093648 0.0980189757627795 15.4125312725546
"17" 0.00746574457294163 0.048630232039421 5.03088852896585 10.0962411022584 0.011037524643872 0.0859216278475958 14.0586348553097
"18" 0.00621499660762324 0.0479175138660465 4.80711035931369 9.71325814803128 0.0101276369064697 0.0976925714884588 17.9651766138982
"19" 0.00520534617797139 0.0474836916198896 4.81711184686075 9.7645606680975 0.00892636296263155 0.100284885177232 18.3494007644191
"20" 0.00696201690789019 0.0456107070961039 4.62271086685241 9.80981494203553 0.0224946336964315 0.134786651693405 29.9772357348735
"21" 0.00701956073872671 0.0486536111691972 5.66755923828481 9.76879376089617 0.00257412268142596 0.0916122688438267 14.483775314607
"22" 0.00863153109470969 0.0482389083471276 5.04692366274519 9.5787146375027 0.00966608254715583 0.105219106201674 12.808936574107
"23" 0.00736989143464234 0.0509103702398728 5.27136620729355 9.65680389719546 0.00705193617881427 0.0975907433484582 13.7714597158934
"24" 0.00756212418870976 0.0486370157383953 4.83182124413742 9.79658205198422 0.0104342995501103 0.0941448887830717 16.3676310001285
"25" 0.00708636827095016 0.0474185968911468 4.84110174981393 9.82274600765112 0.00917509162531442 0.0961615603306924 12.654365913435
"26" 0.00904536242651573 0.0503561106014246 5.02629767010045 9.76821175779115 0.0106394475192021 0.0952372492449254 12.2918360097177
"27" 0.00774961835739309 0.0491831120272396 4.92442268225827 9.7096618462424 0.00888431936718725 0.0963005660972069 11.9056437110115
"28" 0.00491339416207399 0.047195929765215 4.76729966552932 9.7891042900329 0.0106009209823539 0.0955181550672352 23.4555510525663
"29" 0.00707524587616599 0.0488235689670167 4.92387763139621 9.62292793449534 0.0101874792228517 0.0969515889722253 11.3712376770573
"30" 0.00527173991644098 0.0494355887257558 4.97341501101528 9.61115125322512 0.00856615353305462 0.0979320711079246 19.1056374540928
"31" 0.00740052192665889 0.0486799044706598 4.97466964161366 9.85697960298742 0.00790036610270482 0.102405598476757 13.5525952231725
"32" 0.00735291582152325 0.0482571387308388 4.79974716553293 9.39674947642251 0.00929672586308773 0.105836348783804 18.2965408642483
"33" 0.0082268282147967 0.0482954660680663 4.71442057849609 9.63845705942653 0.00941398963642366 0.0979526697105312 14.6777216146745
"34" 0.0042757394203185 0.0392422865996889 4.06881172617065 9.96576878696621 0.0120788996327114 0.114282314195159 19.7974928156
"35" 0.00478203495780041 0.0438768457665957 4.78056087163702 10.4413208360097 0.0128666775873191 0.0864131372547451 17.0874902837598
"36" 0.0043854943592285 0.0368863035787713 4.31002158777649 10.8885017916921 -0.000655477853275749 0.0104708393076352 33.0191485979693
"37" 0.00633914521971047 0.0486045594459271 4.90385744497312 9.85824751234607 0.0102969557691552 0.0937505402577495 13.294599346263
"38" 0.00670016826566807 0.0438053938884399 4.60216417205941 9.82628962905705 0.00862750182845618 0.104304436017098 16.4627750218336
"39" 0.0104160420956786 0.0512849629406079 5.04299475122939 9.64987625961533 0.0206499677819507 0.0915369803943597 24.6689934058853
"40" 0.00774634047195519 0.0512486110573533 5.12620706980808 9.67161903667794 0.00828794490559945 0.0925124055923249 13.1330625035125
"41" 0.0060805949695488 0.0470986298718355 4.94858206876705 9.62889125412068 0.00916528275073822 0.0871956657324517 16.3949914984594
"42" 0.00637433363903651 0.044148288687765 4.49808028870619 9.753225032175 0.0108251627330274 0.100930221081515 22.8313776074561
"43" 0.00696460926099646 0.0466884877072455 4.73442484375185 10.3090546710514 0.013872294064423 0.103748769439251 16.1539305956219
"44" 0.00742805053609645 0.0508938909838918 5.22851778709002 9.42092355716451 0.0108038512165918 0.098552032640435 15.4166986420516
"45" 0.00724023015003139 0.0478125540636376 5.11418762857809 9.71338696640071 0.0117162237354871 0.104661817571522 16.3374949772312
"46" 0.00828711065467304 0.0486992538219621 5.03745729247231 9.66370769977896 0.00982654248591778 0.0986409069585189 12.8461029762917
"47" 0.00686646727479397 0.0459209675636181 4.74111845325771 9.45654004092752 0.00835553093876275 0.104552028733596 14.54051276025
"48" 0.00644237774100079 0.049844246322555 5.02652317817273 9.82081699147168 0.00775938870874886 0.108301869443594 15.4000442664528
"49" 0.00713689474711362 0.0462411626741931 4.65462092285767 9.9121398198189 0.0104426940820472 0.10358490005163 20.0961568169405
"50" 0.00717868621550789 0.0500414008554545 5.01334486802655 9.82944545262534 0.00959752490427384 0.103019228336908 14.5345514930947
"51" 0.00640176744720011 0.0524433896966295 5.80509120538173 9.56048392308705 0.00680733924428461 0.11493064559013 21.5319066033401
"52" 0.0112430813725068 0.0822234348483996 9.49204913287191 13.0436288469919 0.0295933195767307 0.278607970953478 149.855429110934
"53" 0.00544866454311793 0.0447572328694344 4.62436433537328 10.0627208101642 0.00925736531110869 0.0995561287748851 16.7197753510325
